dgp,beta,tau,n,ate,beta_ov,e_inv_p,e_inv_q,overlap_mass,pop_kish_frac,zero_arm_rate,kish1_realized,kish0_realized,ht_bias,ht_sd,ht_rmse,ht_estimable_rate,ht_cover_cond,ht_cover_uncond,hajek_bias,hajek_sd,hajek_rmse,hajek_estimable_rate,hajek_cover_cond,hajek_cover_uncond,trunc_bias,trunc_sd,trunc_rmse,trunc_estimable_rate,trunc_cover_cond,trunc_cover_uncond,aipw_oracle_bias,aipw_oracle_sd,aipw_oracle_rmse,aipw_oracle_estimable_rate,aipw_oracle_cover_cond,aipw_oracle_cover_uncond,or_oracle_bias,or_oracle_sd,or_oracle_rmse,or_oracle_estimable_rate,or_oracle_cover_cond,or_oracle_cover_uncond,overlap_bias,overlap_sd,overlap_rmse,overlap_estimable_rate,overlap_cover_cond,overlap_cover_uncond
normal,const,0.6,250,1.0,1.0,5.007047360047378,5.012766259144515,0.1676311429277303,0.19949065013269965,0.0,0.27491212871465515,0.26968765509906906,0.00983250796291626,0.34695243473429943,0.34665794409039435,1.0,0.91,0.91,0.04398182880768308,0.3345392506225043,0.337003145677926,1.0,0.89,0.89,0.04425183977861474,0.3340297744617119,0.33653406339502534,1.0,0.89,0.89,0.013873309143395933,0.20929010794593608,0.20948821474584142,1.0,0.96,0.96,0.0,0.0,0.0,1.0,1.0,1.0,0.008554801079341291,0.18731160240217598,0.18727281416423416,1.0,0.9525,0.9525
normal,const,0.6,500,1.0,1.0,5.007047360047378,5.012766259144515,0.1676311429277303,0.19949065013269965,0.0,0.253763980975956,0.251869748887901,-0.004551664915044744,0.25442251598228066,0.2541450515958471,1.0,0.895,0.895,0.01557483049084619,0.2628374063061701,0.26297028110261617,1.0,0.89,0.89,0.01929059026054913,0.2547993771438175,0.255210780843983,1.0,0.89,0.89,0.009302059265774355,0.13649094476091672,0.13663722722343014,1.0,0.9575,0.9575,0.0,0.0,0.0,1.0,1.0,1.0,0.007719721431807265,0.13191710277978522,0.13197806938951104,1.0,0.96,0.96
normal,const,0.6,1000,1.0,1.0,5.007047360047378,5.012766259144515,0.1676311429277303,0.19949065013269965,0.0,0.24033248266950202,0.24603006024422888,-0.004722313497707015,0.18646008427912772,0.18628672756419495,1.0,0.895,0.895,0.008551471362234822,0.1980336690107101,0.1979707513476372,1.0,0.8975,0.8975,0.013661002265402716,0.18146208334346325,0.18174924884306115,1.0,0.8975,0.8975,-0.004596843387073365,0.0981208990302113,0.09810592499210208,1.0,0.95,0.95,0.0,0.0,0.0,1.0,1.0,1.0,0.0012317289562736476,0.09757063771316633,0.09745638217488015,1.0,0.9325,0.9325
normal,const,0.6,2000,1.0,1.0,5.007047360047378,5.012766259144515,0.1676311429277303,0.19949065013269965,0.0,0.22813347885015792,0.23030805462616644,0.0020023297513711434,0.12338854945476395,0.12325048326737942,1.0,0.9225,0.9225,0.007267887656394356,0.1371194981595804,0.13714071085779855,1.0,0.9275,0.9275,0.013320986715886702,0.12783879981577403,0.12837192266448505,1.0,0.925,0.925,0.0016794227194763282,0.06956855573388197,0.06950183413192555,1.0,0.9525,0.9525,0.0,0.0,0.0,1.0,1.0,1.0,0.0027521377410609305,0.06611222633553787,0.06608686455725946,1.0,0.9525,0.9525
normal,const,0.6,4000,1.0,1.0,5.007047360047378,5.012766259144515,0.1676311429277303,0.19949065013269965,0.0,0.220956159784265,0.22170398107226105,0.0008718187793557302,0.08382784982468,0.08372753849957353,1.0,0.945,0.945,0.005764913338437993,0.09361819277890825,0.09367864927474434,1.0,0.9375,0.9375,0.00993777236588425,0.08677362106627506,0.08723300109056918,1.0,0.9375,0.9375,0.0014478431853041248,0.052354496636120594,0.0523090535626075,1.0,0.94,0.94,0.0,0.0,0.0,1.0,1.0,1.0,0.0024538160619678212,0.04563421003355389,0.04564313897881055,1.0,0.9625,0.9625
normal,const,0.6,8000,1.0,1.0,5.007047360047378,5.012766259144515,0.1676311429277303,0.19949065013269965,0.0,0.21469128845227176,0.21422914330444187,-0.00020899955138012184,0.06413782361549945,0.06405794211415212,1.0,0.9275,0.9275,0.00046268486620384047,0.0716470435009133,0.07155892447906916,1.0,0.9375,0.9375,0.007615249735314343,0.06488356638344643,0.06524832965064867,1.0,0.9375,0.9375,-0.0008940305433887189,0.03529101869520213,0.035258213953010376,1.0,0.96,0.96,0.0,0.0,0.0,1.0,1.0,1.0,4.0155526573038e-06,0.032788619193118027,0.03274760801714367,1.0,0.9675,0.9675
normal,const,0.6,16000,1.0,1.0,5.007047360047378,5.012766259144515,0.1676311429277303,0.19949065013269965,0.0,0.20996411697186956,0.21197313277471616,0.0009986286367799535,0.044468420014709145,0.04442402544583584,1.0,0.9525,0.9525,0.001357141552936558,0.05008414907386267,0.05003991173729699,1.0,0.955,0.955,0.0077075373902112596,0.04254598913980984,0.04318613112477904,1.0,0.9525,0.9525,0.0008268697827887939,0.024821351911718137,0.024804091912146862,1.0,0.9525,0.9525,0.0,0.0,0.0,1.0,1.0,1.0,-0.0004862499348989141,0.021916534157570274,0.0218945215135073,1.0,0.9625,0.9625
normal,const,0.6,32000,1.0,1.0,5.007047360047378,5.012766259144515,0.1676311429277303,0.19949065013269965,0.0,0.207750383127943,0.2076661641091779,-0.00025095110712209154,0.03222883358974702,0.03218950056660374,1.0,0.9375,0.9375,0.00020131433584898522,0.0363477229964837,0.03630281810098708,1.0,0.9375,0.9375,0.006275170626101327,0.03122648161278339,0.03181246905562975,1.0,0.9325,0.9325,-0.0013019616015514546,0.01749647759724093,0.017523028148750182,1.0,0.945,0.945,0.0,0.0,0.0,1.0,1.0,1.0,-0.001116530699132852,0.016525426479054313,0.01654247976622456,1.0,0.96,0.96
normal,const,0.4,125,1.0,1.0,23.761493895775608,24.01580702918657,0.13097597408143075,0.04163924197028621,0.0,0.2387040179135434,0.2375077612238622,0.035793349247173915,0.6472426564879591,0.6474232870286458,1.0,0.83,0.83,0.1963154428995795,0.5543160591381492,0.5873992516217228,1.0,0.745,0.745,0.20313587284371917,0.5428723786503487,0.5789972593101916,1.0,0.75,0.75,0.010765688654575858,0.43587141470148255,0.43545933275185916,1.0,0.955,0.955,0.0,0.0,0.0,1.0,1.0,1.0,0.017658142593382067,0.28333779532446973,0.2835337995610594,1.0,0.93,0.93
normal,const,0.4,250,1.0,1.0,23.761493895775608,24.01580702918657,0.13097597408143075,0.04163924197028621,0.0,0.2062355546285044,0.20292107238729953,0.035041213644801415,0.58164255620124,0.5819709440170122,1.0,0.76,0.76,0.14954083789714334,0.48683275159045547,0.5087003783171986,1.0,0.72,0.72,0.17458510836537044,0.4269124484547809,0.4607369782337749,1.0,0.7325,0.7325,0.005795034153120537,0.33972497864603596,0.33934954086324515,1.0,0.9575,0.9575,0.0,0.0,0.0,1.0,1.0,1.0,0.009168333296872838,0.2059425713597146,0.20588921821442727,1.0,0.9425,0.9425
